The Secret Life of Walter Mitty,"[skateboard, shark, himalayas, loss of job, fired from the job, bar, photograph, life magazine, birthday present, magazine, dreamer, 42 year old, dating website, photograph negative, bicycle, airport, iceland, photographer, photojournalist, drunk, based on short story, birthday, love, directed by star, himalaya, piano, boat, photojournalism, cake, sea, volcano, remake, volcano eruption, jumping from a helicopter, volcanic eruption, greenland, wallet, helicopter, snow leopard, song, character name in title]"
Hansel & Gretel: Witch Hunters,"[witch, hansel and gretel, blood, witch hunter, escape, woods, coven, fire, orphan, witchcraft, village, mayor, abduction, bounty hunter, sheriff, rescue, woman kills woman, assassin, man kicking a woman, gatling gun, knife, minion, u""character repeating someone elses dialogue"", catfight, lost in the woods, female rear nudity, five word title, shot in the head, old dark house, warrior, injection, human sacrifice, cabin in the woods, diabetic hero, ampersand in title, shotgun, hit with a shovel, hostage, burned alive, grindhouse, supernatural, semiautomatic crossbow, severed head, sawed off shotgun, black magic, immolation, punched in the face, supernatural power, accused of witchcraft, interrogation, voice over narration, mercilessness, colon in title, spell, scrapbook, ally, shot in the leg, punched in the stomach, shot in the shoulder, bare chested male, showdown, superhuman strength, witch burning, kid outsmarts adult, fireball, dragged along the ground, fan of a celebrity, porridge, stabbed in the stomach, phonograph, sunrise, anti heroine, dark fantasy, milk delivery, reflection in water, impalement, punctuation in title, invulnerability, thrown through a window, head held under water, falling in love, black comedy, steampunk, hanged by the neck, shot in the chest, slow motion, desert, gothic, lair, farmer, lantern, shot in the back, blood splatter, betrayal, female killer, brother sister relationship, tough guy, body torn apart, stylized violence, action heroine, photograph, severed arm, witch hunt, super speed, bonfire, murder, crushed to death, exploding body, ritual, battle, small town, ruse, suspended by one leg, 3 dimensional, healing, wisecrack humor, haunted by the past, good versus evil, thrown from a cliff, flashback, fight, leather pants, man hits a woman, severed foot, woman punching a man, anti hero, head blown off, stabbed in the leg, martial arts, kidnapping, bow and arrow, topless female nudity, sniper rifle, woman kills man, oven, immunity, self inflicted gunshot wound, slow motion action scene, knocked out with gun butt, shot multiple times, gingerbread house, augsburg germany, sniper, tavern, forced suicide, diabetic, mind control, burned at the stake, comic relief, deputy, blood spatter, diabetes, fist fight, tracker, censored rape scene, curse, stabbed in the head, hanged man, fairy tale, defibrillation, skinny dipping, written by director, race against time, wanted poster, broken nose, person on fire, man punching a woman, hand to hand combat, multi barreled pistol, broomstick, held at gunpoint, parents executed, troll, woman undressing, gun, dead woman with eyes open, reward, battlefield, f word, woman stabbed, crushed head, burned to death, fighting in the air, tough girl, lynching, axe, child in peril, trap, action hero, falling from a tree, surrealism, stabbed in the arm, critically bashed, dungeon, pistol, exploding head, fractured fairy tale, cut into pieces, thrown through a wall, death, pumpkin, knocked out, covered in blood, taser, combat, eating a bug, explosion, mission, decapitation, missing person poster, hero kills a woman, stun gun, title at the end, shot in the arm, full moon, violence, chase, attempted rape, police officer killed, shot to death, mixed martial arts, black blood, foot chase, young version of character, house fire, attack, white witch, crossbow, waterfall, gore, falling from height, spontaneous combustion, evil witch, female warrior, fight to the death, head butt, head crushed, hanging upside down, brawl, dismemberment, brass knuckles, female assassin, stabbed in the chest, potion, lesson learned, sword, police, double crossbow, magic, insulin, ambush, exploding house, ritual sacrifice, hung upside down, walking in the dark, forest, stabbed to death, rifle, shot in the face, stabbed in the back, double barreled shotgun, picture of a missing child on a bottle of milk, gun held to head, air battle, beating, death of father, death of mother, character name in title]"
Free Birds,"[turkey, thanksgiving, camp david, english colony, colonial america, gunpowder, time travel, atheist, computer animation, president of the united states]"
Evil Dead,"[book of the dead, demon, promise, twitching, driving into a lake, shower, stabbed in the hand, stabbed in the shoulder, stabbed in the arm, suicide, sole survivor, gore, bloody knife, house fire, slip and fall, supernatural, remake of cult film, stabbed in the neck, rain of blood, locked in a cellar, stabbed with a needle, registered nurse, covered in blood, person on fire, bitten hand, burnt face, head covered with a hood, boiling water, grave digging, recovering drug addict, well, supernatural rape, car crash, driving in the rain, blood spatter, hit with a crowbar, vomit, father daughter relationship, surprise after end credits, raped by trees, cabin in the woods, female in shower, fire, arm cut off, attacked by a plant, chainsaw, flooded river, shot in the shoulder, title at the end, immolation, clock, electric knife, chainsaw murder, syringe, split head, u""character repeating someone elses dialogue"", trail of blood, chain, demonic undead, group of friends, shower with clothes on, demonic possession, remake, washed out bridge, shot in the chest, walking in the woods at night, dripping blood, photograph, characters killed one by one, severed hand, shard of glass, group of five, drowning, drug withdrawal, severed foot, defibrillation, blood on camera lens, stabbed with glass, machete, buried alive, dead cat, dead dog, self mutilation, shot in the arm, f word, shot in the forehead, killing an animal, horror movie remake, shot in the leg, drug addict, nail gun, trapdoor, chained to a tree, pulled into the ground, remake of american film, brother sister relationship, flashback, shotgun, stabbed in the leg, character says i love yo, u""characters point of view camera shot"", knocked out, bag over head, double barreled shotgun, breaking mirror, broken mirror, zippo lighter, cellar, filicide, no opening credits, lesbian kiss, two word title, rape, crowbar, hit with a rifle butt, subtitled scene, stabbed in the face, head cut in half, drawing, crushed by a car, hit with a hammer, box cutter, roast beef, severed arm, sole black character dies cliche, impalement, scene after end credits, rain, blood vomiting, gash in the face, animate tree, injection, head bashed in, broken hand, stabbed in the chest, head blown off, shot in the hand, shot in the face, stabbed in the mouth, necklace, remake of cult favorite, boyfriend girlfriend relationship, beaten to death, oldsmobile, rape victim, incantation, forest, death of friend]"
Red 2,"[russian, team, cia, cia agent, bomb, rescue, kremlin, nuclear weapon, supermarket, nuclear explosion, bridge, stylized violence, kimono, toasting with a drink, tough girl, double cross, sequel, shot in the back, kung f, pringles potato chips, shot in the throat, hand to hand combat, funeral, reference to leonardo da vinci, numbered sequel, injection, digit in title, hiding, reference to wikileaks, nerve gas, shot to death, fight, cameo, porsche, machine gun, antonov an 12 cub, american abroad, diner, embassy, needle stuck into hand, terrorist group, secret agent, bag over head, brawl, exploding body, mad scientist, timebomb, sniper, falling from a motorcycle, airplane, manic, grenade, held at gunpoint, stabbed in the neck, safe house, ambush, senator, tied to a chair, fire in a 55 gallon drum, based on comic book, warehouse store, black pantyhose, sniper rifle, bomb, pump action shotgun, car crash, booby trap, pistol whip, garrote, helicopter crash, wheelie, kicked in the face, pantyhose, church, femme fatale, foot chase, arrest, cell phone, scientist, catching a knife, paris france, tower of london, firing squad, learjet 60, reference to bette davis, white rose, subtitled scene, hit by a falling object, private jet, wine tasting, hong kong, swat team, espionage, compartment in heal of shoe, bound and gagged, restaurant, murder, reference to fidel castro, silencer, reference to mary queen of scots, shot in the leg, mental hospital, weapon of mass destruction, u.s. army, pistol, handcuffs, slow motion scene, female warrior, wire cutters, reference to lenin, cover up, u.s. air force, coming out of retirement, hostage, airfield, dc comics, hit by a car, assassin, female stockinged feet, interrogation, warrior, key, reference to stalin, fist fight, throat cut, reference to carmen miranda, bare chested male, stabbed to death, shootout, drugged drink, car chase, private plane, ambassador, locked in a car trunk, physicist, martial arts, female spy, revolver, stabbed in the back, target practice, british stereotype, death, rogue agent, female agent, undercover agent, second part, ex cia agent, action heroine, stabbed in the chest, shot in the head, punched in the face, bald, revenge, evil scientist, general, washington d.c., gatling gun, tough guy, shot in the chest, old flame, car explosion, hotel, uzi, exploding car, betrayal, deception, knife, shot in the hand, fbi, gunfight, hypodermic needle, insane asylum, motorcycle, based on comic, filmed killing, surveillance, faked death, antidote, shot in the foot, bar, pentagon, manhole, product placement, hand grenade, disguise, iranian embassy london, terrorism, car motorcycle crash, kissing in public, assassination attempt, frame up, photograph, boyfriend girlfriend relationship, car motorcycle chase, stealing an airplane, security camera, moscow russia, throwing a knife, punched in the chest, reference to john f. kennedy, eccentric, anti hero, prison, dual wield, arsenal, shotgun, ak 47, face slap, military, airport, teterboro new jersey, female assassin, shot in the arm, u. s. marines dress uniform, safe deposit box, bombardier challenger 600 business jet, gun f, fugitive, torture, asian stereotype, security guard, car set on fire, taser, seduction, tower bridge london, london england, terrorist, conspiracy, action hero, hanging from a window sill, soldier, exploding airplane, mi6, spy, shot in the shoulder, escape, gun, undercover, helicopter, kryptonite, red mercury, black ops, contract killer, violence, car bomb, black tights, reference to queen elizabeth i, wig, foot fetish, terrorist plot, drugged, car accident, explosion, eurocopter as355 twin squirrel, kidnapping, reference to las vegas, kissing, on the run, dynamite, female stockinged legs, eiffel tower paris, vault, reluctant hero, race against time, wisecrack humor, mixed martial arts, river thames, number in title]"
Tyler Perrys A Madea Christmas,"[christmas, holiday, christmas decoration, mother daughter relationship, family relationship, african american protagonist]"
Temptation: Confessions of a Marriage Counselor,"[temptation, abuse, husband wife relationship, pharmacy, woman crying, muscular, convertible, sex in bathtub, sex scene, african american man, sex, african american woman, extramarital affair, cell phone, matchmaker, african american protagonist, character says i love yo, cheating wife, religious, face slap, male in shower, drunkenness, rich man, gender roles, traditional marriage, prayer, dysfunctional marriage, zealot, female protagonist, reference to the bible, montage, glasses, washing dishes, cautionary tale, throwing food, shoes, thrown through a window, praying, ex girlfriend, pharmacist, bare chested male, domestic violence, airplane, washington d.c., marriage counselor, birthday, private plane, male underwear, matchmaking, dating service, boxer shorts, adultery, bible quote, therapist, shopping montage, sin, crying man, infidelity, hiv positive, man crying, fake accent]"
The Call,"[911 operator, female protagonist, incest implied, amber alert, kidnapping, recapture, incest overtones, man on fire, lone defender to rescue, female hero, person on fire, black hero white villain, underground horror, underground torture chamber, blood spatter, blood splatter, dragged from under bed, tunnel, pseudopsychology, unsuspecting wife, chained, gore, hiding under a bed, breaking and entering, scalping, stolen vehicle, murder, two word title, psycho, employee supervisor relationship, person in car trunk, stolen car, stabbed with a screwdriver, police pursuit, hit with a shovel, stolen license plate, left to die, revenge, trapdoor in woods, police incompetence, guilt, bloody vengenace, blood, prisoner in trunk of car, suspense, black hero, teenage girl victim, human scalp]"
Pain & Gain,"[bodybuilder, american dream, money, extortion, prison, kidnapping, ex convict, gym, steroids, motivational speaker, torture, cocaine, 1990s, restaurant, criminal, u""character repeating someone elses dialogue"", severed hand, racial slur, topless female nudity, death sentence, muscleman, drug dealer, nunchucks, drug addict, erectile disfunction, blood, severed toe, dye pack, raised middle finger, escape, courtroom, attempted murder, sex doll, interracial friendship, warehouse, u""characters point of view camera shot"", scalpel, lifting weights, disposing of a dead body, american abroad, home invasion, watching porn, ex cop, wedding ceremony, shot in the foot, nonlinear timeline, private investigator, bahamas, bag over head, hung upside down, punch into the camera, greed, rooftop, robbery, judge, prison fight, black comedy, armored truck, interracial sex, rhyme in title, sniper, boyfriend girlfriend relationship, slow motion scene, lens flare, fist fight, dumb criminal, crashing through a window, montage, police raid, neighborhood watch, soiling pants, flashback, amateur criminal, polyamory, pulp fiction, gymnasium, upskirt, private detective, limousine, crushed by a car, american flag, hit by a van, bare butt, strongman, police detective, sniper rifle, caper, swimming pool, knocked out, cell phone, knife, death penalty, punched in the face, panties, drug overdose, what happened to epilogue, maggot, injection, thong panties, sex in public, year 1994, investigation, voice over narration, barbecue, pistol, trial, female rear nudity, beauty pageant, personal trainer, masked man, gasoline, interrogation, reference to julia roberts, beefcake, brawl, hospital, u.s. coast guard, cocaine snorting, wedding, police chief, conspiracy, drunkenness, blood splatter, shot in the leg, friendship, dildo, deception, stolen car, car set on fire, police, car crash, night vision goggles, product placement, marriage proposal, shotgun, motel, punched in the chest, hypodermic needle, stupidity, cigar smoking, wetting pants, hit with a golf club, mansion, thrown through a window, premarital sex, u""looking at ones self in a mirror"", sex toy, wisecrack humor, chainsaw, sunglasses, f word, priest, machismo, underwater scene, tied to a chair, videotape, bag of money, basketball, freeze frame, accidental killing, manipulation, machine gun, interracial relationship, van, subjective camera, cover up, snorricam, millionaire, helicopter, satire, person on fire, stolen dog, gun store, photograph, female cop, fake accent, axe, dismemberment, murder, car accident, dripping blood, sex on car, night vision binoculars, police chase, speedboat, church, blindfolded, revenge, hatchet, disguise, notary, courthouse, dog, breast implant, based on article, tattoo, hit by a car, miami florida, swat team, arrest, no opening credits, wheelchair, palm tree, fire, crushed head, stripper, punctuation in title, duct tape over eyes, doctor, mexico, lethal injection, taser, horse tranquilizer, stun gun, husband wife relationship, safe deposit box, breast milk, doggystyle sex, long take, ampersand in title, exploding car, strip club, bank, jumping from height, detective, interracial marriage, bare breasts, australian, ethnic slur, year 1995, foot chase, pubic hair, chase, weightlifting, fight, jewish, corpse, bank vault, pornographer, beating, nurse, bare chested male, handcuffs, urination, hostage, gay slur, exercise, masturbation, based on true story, title spoken by character]"
Gangster Squad,"[police, judge, police officer, gangster, murder, pregnancy, death, hero, police detective hero, red dress, fbi, murdered in an elevator, villain, lens flare, christmas, shot in the stomach, undercover cop, child murder, love triangle, gasoline, corrupt cop, gang violence, head butt, deception, showdown, drugs, revenge, critically bashed, hollywood california, eavesdropping, drug dealer, chicago illinois, strangulation, black cop, torture, jail break, good versus evil, informant, ambush, wisecrack humor, torso cut in half, hand to hand combat, male in bathtub, gatling gun, pimp, assassination attempt, fountain, mansion, interrogation, burning money, violence, u""character repeating someone elses dialogue"", police station, ex soldier, shot in the head, witness, boxer, knife throwing, street shootout, crime lord, evil man, torn in half, punched in the face, brothel, title spoken by narrator, police bust, masked man, hand grenade, gunfight, corruption, dual wield, pistol whip, swimming pool, action violence, camera, premarital sex, rifle, knife, martial arts, kiss, anti hero, home invasion, casino, machismo, revolver, kissing while having sex, beaten to death, grenade, car chase, exploding body, threatened with a knife, airport, police officer killed, title appears in writing, person on fire, pistol, bar, police shootout, driveby shooting, mafia, wiretapping, shootout, detective, barn, action hero, bodyguard, pregnant wife, acid, reference to frank sinatra, finger gun, chinatown los angeles, exploding car, explosion, machine gun, husband wife relationship, prostitute, man slaps a woman, police brutality, opening action scene, accidental killing, villain arrested, world war two veteran, neck breaking, news report, prison, exploding truck, fbi agent, heroin, maid, sex in bed, murder of a police officer, restaurant, electronics expert, no opening credits, robbery gone awry, two word title, car crash, nightclub, police chief, lapd, stylized violence, shot to death, undercover, police detective, childbirth, silencer, drill in the head, hitman, mafia boss, cigarette smoking, bare chested male, g man, gore, money laundering, slow motion scene, blood, murder of a child, 1940s, mobster, garrote, card game, blood splatter, murder of a police officer, shot in the forehead, target practice, tough cop, shot in the leg, maverick cop, mob boss, beating, freeze frame, fight, cigar smoking, nightclub shootout, cigarette lighter, warrior, fire, arrest, newspaper headline, fistfight, police sergeant, gunslinger, dog, pulp fiction, organized crime, handcuffs, reference to mickey mouse, impalement, los angeles california, bathtub, shotgun, attempted rape, knife in hand, fist fight, burned alive, shot in the back, police corruption, car accident, escape from jail, ex boxer, femme fatale, tough guy, los angeles police department, year 1949, shot in the chest, shooting range, hit with a chair, neo noir, crime boss, police vigilantism, burbank california, bar shootout, based on article, crime scene, tommy gun, brawl, elevator, redhead, brutality, falling down stairs, hotel, lawyer, shot in the shoulder, love, knife in the chest, voice over narration, media coverage, death of friend, death of father, death of child, based on true story, based on book, title spoken by character, character name in title]"
The Internship,"[internship, google, chinese restaurant, san francisco california, singing in a car, trichotillomania, foreclosure, new job, nap, lap dance, quidditch, loss of job, salesman, written by star, exotic dancer, free food, university of phoenix, driverless car, sales pitch, british accent, laid off, transamerica pyramid, fools errand, strip club, australian accent, kissing, stanford university, hand dryer, job interview, nerds, taxi, student stripper, product placement, reference to tom petty]"
Instructions Not Included,[father daughter relationship]
12 Years a Slave,"[sold into slavery, new york, slavery, slave, jealousy, abolitionist, physical abuse, slave owner, rochester new york, rape, cotton field, man crying, interracial marriage, slave trade, fiddle, infidelity, unfaithful husband, crying woman, forced to strip, male frontal nudity, year in title, cotton, whip, kidnapping, kidnapped man, hanging, whipping, interracial romance, crying man, male full frontal nudity, slave labor, plantation, bare chested male, funeral, sweat, washington d.c., blood, jealous wife, master slave relationship, sex scene, social injustice, sexual abuse, grief, male nudity, woman crying, hairy chest, 1840s, male rear nudity, escape from slavery, slave ship, interracial rape, racism, louisiana, chains, undressing, film starts with sex, canadian expatriate, based on true story, number in title]"
Snitch,"[drugs, dea, undercover, prison, arrest, u""character repeating someone elses dialogue"", shootout, shotgun, drug bust, trial, organized crime, ak 47, deception, character says i love yo, punched in the face, battle, exploding car, interracial marriage, shot in the chest, diner, held at gunpoint, tape recorder, bag of money, threat, murder, dea agent, district attorney, mansion, parking garage, baseball bat, handcuffs, gun store, drug cartel, witness protection, violence, party, cigarette smoking, attempted murder, subtitled scene, drug dealer, money, shot to death, uzi, prisoner, beating, ex convict, ghetto, manipulation, shot through a window, husband wife relationship, drive by shooting, factory, car crash, businessman, shot in the leg, stepfather stepdaughter relationship, drug trade, surveillance, u.s. mexico border, junkyard, cocaine, cell phone, wiretap, foot chase, drug smuggling, mexico, frame up, slow motion scene, truck driver, sniper rifle, car truck chase, mother daughter relationship, lawyer, missouri, crime boss, motorcycle, hit with a baseball bat, ambush, gangster, car chase, shaky cam, ex husband ex wife relationship, machine gun, ecstasy the drug, undercover agent, double cross, informant, sniper, pistol, release from prison, inspired by true events, mother son relationship, gunfight, drug lord, shot through a door, laptop, u.s. attorney, construction worker, wrongful arrest, one word title, lens flare, tracking device, suspicion, father son relationship, revolver, car accident, birthday party, family relationships, blood, fish out of water, blood splatter, neo noir, apartment, warehouse, shot in the back, shot in the arm, sting operation, title spoken by character]"
Riddick,"[left for dead, alien, mercenary, bounty hunter, storm, revenge, alien planet, rain, desert, woman punching a man, flashback, voice over narration, machete, underwater scene, murder, one word title, stabbed to death, dog, slow motion scene, strangled to death, box office flop, punched in the face, scanner, knife throwing, female frontal nudity, scene during opening credits, u""characters point of view camera shot"", attempted rape, trap, corpse, broken leg, head cut in half, escaped convict, close up of eyes, head in box, facial scar, written by director, bare chested male, third part, tracking device, creature, writing in blood, blood, killing an animal, tranquilizer, sniper rifle, outpost, gore, knife, betrayal, bitten on the arm, montage, assault rifle, shot in the chest, shot in the back, title appears in writing, shot in the arm, decapitation, anti hero, venom, stabbed in the shoulder, deal, stabbed in the chest, shot to death, shot in the head, tough girl, u""character repeating someone elses dialogue"", death, shot in the shoulder, sequel, lens flare, topless female nudity, pistol, beating, blood spatter, bomb, stabbed in the leg, severed head, cave, head bashed in, man punching a woman, impalement, disembowelment, title spoken by character, character name in title]"
A Haunted House,"[priest, psychic, year 2012, video camera, male rear nudity, swimming pool, dildo, topless female nudity, shot in the chest, supernatural, hamburger, boyfriend girlfriend relationship, subjective camera, u""character repeating someone elses dialogue"", jacuzzi, demonic possession, ouija board, anal rape, spoof, pistol, female sitting on a toilet, birthday party, marijuana joint, stuffed animal, falling down stairs, bare chested male, los angeles california, time stamp, urination, title at the end, housekeeper, found footage, parody, character says i love yo, shot to death, punched in the face, male rape, ghost, webcam, woman in a bikini, sex on a table, man punching a woman, writing in blood, face slap, killing an animal, interracial sex, cocaine, doggystyle sex, written by star, kicked in the stomach, begins with text, woman slaps a man, dead dog, hit by a car, sex with a ghost, sex tape, flatulence, night vision, masturbation, switchblade, younger version of character, beating, flashback, year 1988]"
47 Ronin,"[samurai, critically bashed, japan, digit in title, box office flop, number in title]"
