Star Trek Into Darkness,"[mission, captain, klingon, admiral, manhunt, friendship, death, volcano, traitor, corrupt official, held at gunpoint, good versus evil, interrogation, sexy alien, cure, phaser, sequel, escape pod, beating, flying car, warrior race, superhuman strength, exploding volcano, spear throwing, planet, boyfriend girlfriend relationship, lens flare, spaceship chase, giant creature, fictional war, chase, crushed to death, golden gate bridge, underwater scene, back from the dead, sick child, terrorism, assassination attempt, blues music, power outage, volcanic bomb, woman in bra and panties, fist fight, suspended animation, based on cult tv series, action hero, conspiracy, returning character killed off, sequel to a reboot, collapsing building, world domination, assassin, fight, hand to hand combat, running for your life, lieutenant, drunkenness, lightning, explosion, jumping off a cliff, spacecraft, teleportation, star trek, falling from height, scientist, neck breaking, knife, alien race, on the run, jumping from a moving vehicle, interracial friendship, strangulation, gatling gun, manipulation, subtitled scene, warrior, mixed martial arts, disaster, spacewalk, jumping on a moving vehicle, top secret, kicked in the face, fistfight, genetic engineering, shootout, spaceship, handcuffs, woman slaps a man, liquid nitrogen, crushed head, ejected into space, englishman abroad, bead curtain, human alien relationship, metaphor, tribe, commander, fearlessness, fugitive, moon, san francisco california, one man army, no opening credits, murder, engineer, knocked out, exploding ship, bickering, secret agent, spacesuit, body suit, space station, holding cell, death of protagonist, threesome, battle, brawl, shot in the chest, human alien, sword, laser, criminal mastermind, misdirection, nightclub, stabbed in the chest, sabotage, dutch angle, cryogenics, shuttle craft, shot in the back, stuffed animal, medical scanner, ship captain, scottish accent, laser gun, future cityscape, alien, jupiter the planet, cover up, martial arts, tough guy, blood sample, electrocution, london england, based on tv series, betrayal, revenge, doctor, terrorist attack, deoxyribonucleic acid, exploding body, interracial love, disobeying orders, daughter slapping father, female warrior, demotion, surveillance, funeral, politics, translator, shot in the head, night club, futuristic, submerged, space opera, englishwoman, foot chase, photon torpedoes, sociopath, outer space, child in peril, alcatraz, prologue, blockbuster, double cross, creature, terrorist, self sacrifice, false identity, bar, landing craft, exploding building, secret mission, gunfight, twelfth part, woman in a bikini, reverse footage, warp speed, megalomaniac, spear, 23rd century, spaceship crash, super soldier, terrorist plot, cold fusion, race against time, interracial romance, cameo, cell phone, deception, stabbed in the back, arrest, space travel, father daughter relationship, bare chested male, tough girl, memorial, elevator, logic, broken arm, regeneration, star fleet, running through the woods, broken leg, anti hero, shot to death, combat, suicide, fire, war criminal, monster, zero gravity, makeup kiss, punched in the face, hologram, space battle, torture, resurrection, military dress uniform, secret government organization, supernatural power, bodyguard, super strength, babe scientist, opening action scene, swimming underwater, radiation, torpedo, crash landing, violence, cold shoulder, secret organization, first officer, man hunt, hospital, second part, death of father, death of friend']"
Thor: The Dark World,"[thor, warrior, portal, arrest, weapon, outer space, adopted brother, forcefield, vortex, x rayed skeleton, observatory, mental institution, supernatural power, good versus evil, based on comic, facial scar, stabbed to death, stonehenge, marvel entertainment, final showdown, spear, husband wife relationship, see you in hell, epic battle, surprise after end credits, prison guard, blockbuster, heavy rain, creature, giant creature, hammer, tough guy, babe scientist, laser gun, prison escape, spacecraft, drunkenness, self sacrifice, exploding car, female soldier, tavern, magic, deception, london england, marvel comics, handcuffs, cave, 3 dimensional, car accident, explosion, alien race, illusion, murder, bare chested male, science fantasy, abandoned factory, betrayal, body landing on a car, battlefield, neck breaking, giant monster, news report, threatened with a knife, character repeating someone else's dialogue"", second part, infection, sequel, american abroad, faked death, prisoner, crushed to death, flashback, heir, chase, surprise during end credits, impalement, based on comic book, map, action heroine, subtitled scene, super strength, prison, mixed martial arts, race against time, fight, mother son relationship, adopted son, sorcerer, spaceship, opening action scene, king, end of the world, female warrior, parasite, earth viewed from space, norse mythology, turned to stone, monster, giant, pixilated nudity, hand to hand combat, bridge, shot in the chest, martial arts, village, double impalement, no opening credits, soldier, action hero, hologram, invasion, hit with a hammer, rainstorm, revenge, stabbed in the back, eaten alive, knife, death, axe fight, invisibility, returning character killed off, statue, cell phone, megalomaniac, queen, severed arm, voice over narration, shapeshifting, violence, woman slaps a man, knight, planet, tough girl, crushed by a car, family relationships, scene during end credits, prince, combat, waterfall, axe, funeral pyre, palace, marvel cinematic universe, teleportation, stabbed in the side, hit by a car, exploding ship, cameo, fist fight, lightning, transformation, shot in the back, eye patch, brawl, fictional war, disguise, throne, face slap, human alien, restaurant, superhero, severed hand, shot to death, library, space travel, army, dark fantasy, date, exploding body, sword fight, superhero, death of wife, scientist, battle, world domination, one man army, grenade, warrior race, fighter jet, elf, stabbed in the chest, father son relationship, stabbed in the leg, funeral, dagger, showdown, scene after end credits, intern, brother brother relationship, sword, death of mother, character name in title, surprise ending,]"
World War Z,"[apartment, united nations, helicopter, jerusalem, infection, pandemic, mission, disease, mossad, new york city, south korea, apartment building, supermarket, general, chaos, zombie, research facility, new york, newark new jersey, aircraft carrier, scientist, virologist, rescue, vaccine, panic, wall, wales, ak 47, cafeteria, death, riot, explosive, magazine, machine gun, shot in the head, falling from height, motorcycle, mother daughter relationship, little girl, stealing a car, police officer killed, stuffed animal, violence, airplane, blood, telephone call, surveillance, israeli soldier, hand grenade, kissing, airfield, singing, electronic music score, revolver, saving the world, politician, chihuahua, air strip, subtitled scene, burned alive, paris france, boeing 767, refugee, corpse, fairchild republic a 10 thunderbolt ii, military, colonel, looting, mutation, spear, rooftop, humvee, climbing a wall, tank, news report, hand cut off, philadelphia pennsylvania, child with a gun, exploding helicopter, commando unit, stabbed in the head, bare chested male, apocalypse, troubled production, pilot, world health organization, soldier, cardiff wales, family reunion, knife, accidental death, exploding car, suicide, hugging, cia agent, airport, special forces, improvised weapon, belarus, grenade, radio, tv news, severed arm, jerusalem israel, shot in the forehead, tooth, mercenary, tied to a chair, hit by a truck, beached dolphin, duct tape, blockade, watching news on tv, gunfight, jail cell, year 1973, undead, motorcycle cop, bomb, pistol, israeli flag, child in peril, zombie violence, action hero, cure, commando, kiss on the forehead, investigation, desert, atlantic ocean, self sacrifice, sniper, security guard, falling to death, evacuation, amputation, severed hand, crowbar, night vision goggles, army base, explosion, virus, stabbed in the chest, reference to boutros boutros ghali, freeze frame, body landing on a car, rain, epic battle, vault, car accident, breakfast, axe, hit with a crowbar, falling down stairs, interrogation, doctor, pittsburgh pennsylvania, beach, missile, father daughter relationship, murder, car crash, bell 206 jet ranger helicopter, hand chopped off, palestine, foot chase, beer, crying, recreational vehicle, ambulance crash, canada, reluctant hero, 3 dimensional, survival, cell phone, airplane accident, creature, explosive decompression, swarm, epidemic, kiss, stadium, injection, barricade, helicopter crash, captain, airplane crash, product placement, person on fire, pancake, camp humphreys south korea, bethlehem judah, self injection, mass destruction, camper, eaten alive, grenade launcher, end of the world, israel, vending machine, bitten on the leg, bitten hand, elevator, silencer, flamethrower, assault rifle, shot to death, living dead, zombie apocalypse, exploding body, pennsylvania, ship, antidote, escape, burnt body, india, husband wife relationship, israeli, pharmacy, stabbed to death, sister sister relationship, north korea, sickness, lens flare, hit with a baseball bat, dog, three word title, battle, gasoline, machete, outbreak, montage, flashback, impalement, bunk bed, coming out of retirement, heavy rain, ocean, baseball bat, warrior, moscow russia, shootout, flare, mass panic, gatling gun, immunity, walled city, voice over narration, open ended, bicycle, shot in the back, character repeating someone else's dialogue"", bacteria, truck crash, american abroad, antonov an 12 cargo plane, reunion, shotgun, gun, combat, chase, rifle, child in a shopping cart, new jersey, freeport nova scotia, power outage, sniper rifle, shopping cart, security camera, 12 seconds, family relationships, asthma, nova scotia canada, bitten on the arm, female soldier, u.s. navy, shaved head, laboratory, self inflicted gunshot wound, bitten in the neck, unlikely hero, shot in the chest, eurocopter dauphin, death of friend, based on novel, surprise ending']"
The Croods,"[cave, caveman, journey, prehistory, tar, dinosaur, fall from height, neophobia, fireworks, egg thief, boy meets girl, destruction, puppet, smoke, strict father, survival, death of neighbor, upskirt, monkey, wreckage, dreamworks animated film, running for your life, curiosity, lava, girl meets guy, bird, overprotective father, handprint, corn, burned, cave painting, earthquake, purring cat, torch, bare chested male, disobeying orders, teenage girl in fur, skeleton, captive, sun, mountain, hunting, tradition versus modernity, scenic beauty, complaining, volcanic eruption, blockbuster, father daughter relationship, egg, chase, hand over mouth, fire, crevice, popcorn, carnivorous plant, homeless, stuck in tar, grandmother, flower, shell, conch horn, prehistoric man, idea, teen rebel, horn, firework, starfish, tiger, counting, animal costume, nyctophobia, story telling, scene after end credits, narrated by character, shoe, sloth, rock climbing, labyrinth, whale, boy girl relationship, teenage rebellion, trap, character name in title,]"
The Heat,"[fbi, drug lord, fbi agent, tough girl, reference to misogyny, car bomb, f word, two word title, female warrior, hanging upside down, police brutality, female agent, police violence, shot in the crotch, rpg, falling on a car, buddy comedy, reference to the internet, watermelon, corrupt cop, russian roulette, exploding car, knife collection, award ceremony, cleavage, hand grenade, female cop, fingerless gloves, tracheotomy, prostitute, german shepherd, buddy cop, female protagonist, tied to a chair, ginger cat, police, shot in the head, bechdel test passed, police misconduct, throwing a knife, break door in, woman dancing, albino, tough cop, maverick cop, policewoman, boston massachusetts, detective, cityscape, stabbed in the leg, police dress uniform, swat team, arsenal, police detective, title spoken by character,]"
We're the Millers,"[mexico, stripper, marijuana, drug dealer, neighbor, fake family, dea agent, corrupt cop, box office hit, airport, singing in a car, hospital, aquarium, reference to oprah winfrey, border crossing, auto repair shop, shot in the shoulder, fireworks, eviction, youtube, fourth of july, gun in mouth, punched in the face, reference to michael jordan, tattoo, camping, breast fondling, scene during opening credits, recreational vehicle, slow motion scene, male frontal nudity, road trip, hit by a car, witness protection program, strip club, male rear nudity, bottle rocket, robbery, quitting a job, ice sculpture, reference to meryl streep, guessing game, hit with a wrench, taser, bribery, reference to tom waits, woman punching a man, raised middle finger, reference to snoop dogg, drug lord, breaking the fourth wall, new mexico, drawing, tucson arizona, title at the end, u.s. mexico border, claim in title, reference to mark wahlberg, guitar playing, reference to osama bin laden, bound and gagged, pistol, carnival, spider bite, tarantula, reference to lebron james, character repeating someone else's dialogue"", striptease, butt slap, f word, incest joke, iphone, haircut, reference to 50 cent, reference to willie nelson, denver colorado, drug smuggling, bag over head, 2010s, first kiss, homeless teenager, reference to slash, killer whale, reference to guns 'n' roses"", bare chested male, reference to han solo, bloopers during credits, profanity, reference to facebook, virgin, title spoken by character, character name in title']"
The Great Gatsby,"[tragedy, party, mansion, adultery, hit and run, no title at beginning, speakeasy, snobbishness, bootlegger, domestic violence, abusive relationship, reference to vogue magazine, 3 dimensional, three word title, auto accident, no opening credits, rags to riches, bond broker, optimism, lost love, 1920s, murder suicide, optimist, american dream, title same as book, based on novel, character name in title,]"
The Conjuring,"[paranormal investigator, rhode island, year 1968, sister sister relationship, music box, psychic vision, character repeating someone else's dialogue"", noose, two word title, teenage girl, catholic priest, bumping head, motel, near death experience, rocking chair, husband wife relationship, maid, crawl space, truck driver, year 1971, scissors, blood vomiting, little boy, locked in a cellar, vision, mother daughter relationship, child in peril, clothesline, singing in a car, shotgun, father daughter relationship, little girl, ghost, suicide, hiding in cupboard, tied to a chair, attempted murder, ghost hunter, flashback, blindfolded, sleepwalking, police officer, supernatural power, dead bird, lecture, flash camera, haunted house, exorcism, filicide, death of pet, bitten in the face, upside down camera shot, new house, loss of pet, prank, clairvoyant, levitation, demonic possession, slit wrists, sideburns, hanged woman, ultraviolet light, sailor suit, paranormal investigation, dead dog, falling through the floor, ghost in mirror, bruise, matches, revealing the truth, doll, hand clapping game, character's point of view camera shot"", apparition, video camera, based on true story']"
Identity Thief,"[hit in the head with a guitar, profanity, stolen identity, masturbation, critically bashed, reference to sandy koufax, sociopath, singing in a car, impostor, f word, restaurant, blockbuster, road trip, fat woman, waitress, identity theft, two word title,]"
Grown Ups 2,"[party, fisticuffs, friendship, farting, reference to pat benatar, three word title, reference to jennifer beals, sequel, reference to zz top, deer, reference to meat loaf, wig, belching, reference to hall and oates, reference to madonna, reference to boy george, kitchen, reference to indiana jones, digit in title, reference to bruce springsteen, reference to nicki minaj, reference to prince, frat boy, sneezing, singing in a car, number in title']"
